grid_id,latitude,longitude,total_detections,active_days,avg_frp,max_frp,median_frp,frp_std,avg_brightness,max_brightness,avg_confidence,satellite_count,active_months,active_years,years_with_activity,avg_yearly_detections,max_yearly_detections,yearly_detection_std,recurrence_ratio,persistent_months,avg_monthly_detections,max_monthly_detections,satellite_types,snpp_detections,noaa20_detections,noaa21_detections,multi_satellite_activity,detections_30d,active_days_30d,avg_frp_30d,max_frp_30d,detections_90d,active_days_90d,avg_frp_90d,max_frp_90d,seasonal_peak,seasonal_mean,seasonal_std,seasonality_strength,detections_per_active_day,recent_activity_ratio,frp_intensity_ratio,persistence_ratio
25.60_78.25,25.627077244582043,78.27227097523219,646,181,4.85,25.99,4.0,3.4363030735384057,335.89826625387,367.0,57.39938080495356,3,27,7,7,92.28571428571428,161,52.21019787268347,1.0,27,23.925925925925927,115,3,260,272,114,1,0,0,0.0,0.0,0,0,0.0,0.0,457,92.28571428571428,165.80381407526414,4.952012383900929,3.569060773480663,0.0,5.361209833730885,1.0
29.95_75.20,29.975636635658912,75.22669082170542,645,161,6.77,63.92,4.77,6.458220401398933,339.0631627906977,367.0,57.34883720930232,3,23,7,7,92.14285714285714,170,56.001275495678286,1.0,23,28.043478260869566,140,3,299,299,47,1,0,0,0.0,0.0,0,0,0.0,0.0,469,129.0,193.33778730501703,3.635658914728682,4.006211180124224,0.0,9.434697142020244,1.0
27.80_82.25,27.82891694573644,82.27621951937985,645,76,2.53,21.23,2.05,1.880926181974373,316.6025116279069,352.53,57.30232558139535,3,12,7,7,92.14285714285714,189,50.1877427646385,1.0,12,53.75,189,3,254,254,137,1,0,0,0.0,0.0,0,0,0.0,0.0,574,161.25,276.5132606826178,3.55968992248062,8.486842105263158,0.0,8.375906046426278,1.0
28.90_81.45,28.9209471627907,81.472908,645,68,3.54,68.15,2.27,4.567464502732972,321.23651162790696,367.0,57.25581395348837,3,10,6,6,107.5,195,79.54055569330654,0.8571428571428571,10,64.5,195,3,236,281,128,1,0,0,0.0,0.0,0,0,0.0,0.0,394,129.0,153.81319839337584,3.054263565891473,9.485294117647058,0.0,19.27285203177888,1.0
30.45_75.10,30.473534573643413,75.12554299224807,645,145,8.48,71.69,5.78,8.210026944363527,341.0478604651163,367.0,58.093023255813954,3,21,7,7,92.14285714285714,194,75.76153063269989,1.0,21,30.714285714285715,167,3,310,308,27,1,0,0,0.0,0.0,0,0,0.0,0.0,445,161.25,196.9117822782578,2.75968992248062,4.448275862068965,0.0,8.45306670127838,1.0
30.70_75.55,30.72291144409938,75.57372958074534,644,182,6.97,42.42,5.4,5.537899446474414,339.9963975155279,367.0,55.57453416149068,3,22,7,7,92.0,165,52.630789467763066,1.0,22,29.272727272727277,121,3,275,322,47,1,0,0,0.0,0.0,4,1,3.2,5.27,324,128.8,152.7962695879713,2.5155279503105588,3.5384615384615383,0.0,6.085893397373921,1.0
28.80_81.50,28.82666647515528,81.52376540372671,644,92,3.58,36.86,2.39,3.904234454488865,320.8523602484472,367.0,57.298136645962735,3,14,7,7,92.0,243,82.42370209270308,1.0,14,46.0,218,3,244,274,126,1,0,0,0.0,0.0,0,0,0.0,0.0,507,128.8,214.77476574309188,3.936335403726708,7.0,0.0,10.290554717439178,1.0
30.55_74.60,30.57517399688958,74.62499,643,178,9.34,92.05,6.4,10.204467928296234,341.2381181959564,367.0,59.20684292379471,3,22,7,7,91.85714285714286,176,56.9427448449422,1.0,22,29.227272727272727,142,3,284,319,40,1,0,0,0.0,0.0,0,0,0.0,0.0,396,91.85714285714286,146.20696354988084,4.31104199066874,3.6123595505617976,0.0,9.852179398830152,1.0
24.95_76.20,24.975622788161992,76.22174255451714,642,101,7.93,75.98,3.035,10.42052371711496,329.6822741433021,367.0,57.38317757009346,3,20,7,7,91.71428571428572,167,49.06361274140027,1.0,20,32.1,167,3,223,276,143,1,0,0,0.0,0.0,0,0,0.0,0.0,487,160.5,221.59046309201423,3.034267912772586,6.356435643564357,0.0,9.587117899209709,1.0
25.55_76.60,25.573308767550703,76.61942243369735,641,153,6.24,41.86,4.71,5.381180319479434,337.1108112324493,367.0,58.0811232449298,3,24,7,7,91.57142857142856,219,69.78504410654465,1.0,24,26.70833333333333,164,3,263,260,118,1,0,0,0.0,0.0,0,0,0.0,0.0,398,128.2,161.5756788628784,3.104524180967239,4.189542483660131,0.0,6.708652007050616,1.0
30.70_75.35,30.72476010920437,75.3755288299532,641,184,6.77,59.89,5.13,5.638807351887146,339.78347893915753,367.0,58.36193447737909,3,27,7,7,91.57142857142856,192,70.92920682590763,1.0,27,23.74074074074074,118,3,291,314,36,1,0,0,0.0,0.0,3,2,5.22,6.72,362,91.57142857142856,132.44226055512786,3.953198127925117,3.483695652173913,0.0,8.845280419159884,1.0
23.55_79.90,23.571444633385337,79.92816684867394,641,188,5.73,83.44,4.36,6.206212354503877,333.9753822152886,367.0,58.174726989079566,3,30,7,7,91.57142857142856,153,41.00754866630104,1.0,30,21.366666666666667,102,3,249,290,102,1,0,0,0.0,0.0,0,0,0.0,0.0,366,71.22222222222223,127.96266816710428,5.1388455538221525,3.4095744680851063,0.0,14.56409586127835,1.0
31.30_75.10,31.321709516380658,75.1207091575663,641,205,7.64,54.08,5.67,6.556957541769143,339.6307488299532,367.0,55.69422776911077,3,26,7,7,91.57142857142856,132,36.72354895185169,1.0,26,24.653846153846157,84,3,260,298,83,1,0,0,0.0,0.0,0,0,0.0,0.0,325,91.57142857142856,125.16237073345586,3.5491419656786274,3.126829268292683,0.0,7.083032122154499,1.0
30.00_76.05,30.02443928125,76.075603671875,640,148,7.27,60.99,5.67,6.606744961751763,340.61634375,367.0,57.84375,3,24,7,7,91.42857142857144,196,66.69546996824982,1.0,24,26.666666666666668,144,3,305,307,28,1,0,0,0.0,0.0,0,0,0.0,0.0,435,128.0,176.41570224897782,3.3984375,4.324324324324325,0.0,8.393997651703804,1.0
31.00_74.55,31.02337853125,74.576078921875,640,200,6.58,42.14,5.045,5.271922146048489,339.5659375,367.0,54.984375,3,30,7,7,91.42857142857144,138,47.00658515164708,1.0,30,21.33333333333333,99,3,312,262,66,1,0,0,0.0,0.0,0,0,0.0,0.0,284,80.0,112.5699782357623,3.55,3.2,0.0,6.405730803305283,1.0
27.00_83.55,27.02751209375,83.5733566875,640,122,5.41,92.89,3.53,7.246103592472193,330.35196875,367.0,57.9375,3,18,7,7,91.42857142857144,246,73.25266125508602,1.0,18,35.55555555555556,196,3,261,253,126,1,0,0,0.0,0.0,0,0,0.0,0.0,495,160.0,226.89351393697143,3.09375,5.245901639344262,0.0,17.17844026225832,1.0
30.15_75.15,30.175161671875,75.17233296875,640,154,7.52,99.55,5.565,7.0905167158867055,340.25915625,367.0,57.46875,3,21,7,7,91.42857142857144,167,57.072635424393305,1.0,21,30.476190476190474,150,3,321,274,45,1,0,0,0.0,0.0,0,0,0.0,0.0,471,160.0,214.9899222444314,2.94375,4.155844155844156,0.0,13.235034452386738,1.0
30.70_75.15,30.72381846875,75.1764493125,640,172,6.89,58.0,5.09,5.589478271836307,339.95321875,367.0,57.890625,3,26,7,7,91.42857142857144,188,67.6186787380951,1.0,26,24.615384615384617,148,3,300,307,33,1,0,0,0.0,0.0,1,1,3.12,3.12,377,106.66666666666669,144.14668454968594,3.534375,3.72093023255814,0.0,8.419906546295875,1.0
27.50_84.45,27.52554790625,84.477015,640,110,8.64,165.55,3.965,14.92295527420108,327.9708125,367.0,59.4375,3,24,7,7,91.42857142857144,175,63.89015871753944,1.0,24,26.666666666666668,131,3,255,281,104,1,0,0,0.0,0.0,0,0,0.0,0.0,328,128.0,139.11685735380885,2.5625,5.818181818181818,0.0,19.16476138106677,1.0
25.65_78.15,25.671214726134583,78.17135821596244,639,179,7.39,98.48,4.53,9.49083770930419,336.8041471048513,367.0,58.075117370892016,3,32,7,7,91.28571428571428,183,54.168608023818514,1.0,32,19.96875,75,3,251,246,142,1,0,0,0.0,0.0,1,1,3.18,3.18,224,71.0,90.54418810724408,3.1549295774647885,3.569832402234637,0.0,13.329560113450782,1.0
30.40_75.90,30.426113338557997,75.92571459247648,638,185,6.7,91.91,5.045,6.445031668744834,339.93244514106584,367.0,57.36677115987461,3,33,7,7,91.14285714285714,163,44.39004607427425,1.0,33,19.33333333333333,131,3,270,310,58,1,0,0,0.0,0.0,0,0,0.0,0.0,337,79.75,123.2172877481078,4.225705329153605,3.4486486486486485,0.0,13.724717260232934,1.0
30.75_74.80,30.7751610815047,74.82538537617555,638,207,6.89,114.33,5.05,7.513188918775874,340.1668338557994,367.0,57.31974921630094,3,25,7,7,91.14285714285714,143,47.60752241480532,1.0,25,25.52,87,3,289,300,49,1,0,0,0.0,0.0,0,0,0.0,0.0,305,127.6,121.07972580081277,2.390282131661442,3.082125603864734,0.0,16.605173057485498,1.0
30.75_75.35,30.776657319749216,75.37426819749216,638,175,6.62,31.49,5.37,4.7238723967431975,340.1859247648903,367.0,56.708463949843264,3,23,7,7,91.14285714285714,163,55.65796909526544,1.0,23,27.73913043478261,137,3,294,301,43,1,0,0,0.0,0.0,0,0,0.0,0.0,348,127.6,153.219776791379,2.7272727272727275,3.645714285714286,0.0,4.759998294129911,1.0
27.95_82.25,27.977010282574568,82.27349893249608,637,116,3.24,35.08,2.33,2.89007225680539,321.9109733124019,367.0,56.13814756671899,3,17,7,7,91.0,128,26.73948391424188,1.0,17,37.47058823529412,116,3,271,283,83,1,0,0,0.0,0.0,0,0,0.0,0.0,484,159.25,223.43884323605567,3.0392464678178963,5.491379310344827,0.0,10.835192862511214,1.0
30.30_75.55,30.32329131868132,75.57621948194662,637,152,7.79,62.92,5.63,7.328828372612225,340.62419152276294,367.0,57.974882260596544,3,25,7,7,91.0,169,63.18755151662918,1.0,25,25.48,144,3,307,288,42,1,0,0,0.0,0.0,1,1,12.09,12.09,458,106.16666666666669,177.98586086166134,4.3139717425431705,4.190789473684211,0.0,8.07204413035291,1.0
30.25_75.45,30.27419656200942,75.47572529042387,637,142,7.23,54.09,5.23,6.322026343371483,339.2014442700157,367.0,58.445839874411305,3,28,7,7,91.0,197,66.55824516917494,1.0,28,22.75,155,3,280,325,32,1,0,0,0.0,0.0,0,0,0.0,0.0,445,79.625,150.69167907637484,5.588697017268446,4.485915492957746,0.0,7.483586439971157,1.0
27.05_82.65,27.078508995290424,82.6800902511774,637,116,4.56,107.82,2.27,7.612353869805052,324.953453689168,367.0,58.210361067503925,3,24,7,7,91.0,181,55.33534132902769,1.0,24,26.541666666666668,154,3,264,256,117,1,0,0,0.0,0.0,0,0,0.0,0.0,556,70.77777777777777,182.81874751907813,7.855572998430142,5.491379310344827,0.0,23.651250723160416,1.0
30.05_76.00,30.075991130298277,76.0228219466248,637,160,6.88,61.49,4.79,6.687534524534727,339.89838304552586,367.0,57.8806907378336,3,24,7,7,91.0,180,60.909769331364245,1.0,24,26.541666666666668,153,3,271,334,32,1,0,0,0.0,0.0,0,0,0.0,0.0,444,127.4,181.87165804489717,3.485086342229199,3.98125,0.0,8.932119401623645,1.0
25.60_78.60,25.62261018838305,78.62597792778651,637,180,7.5,117.58,4.45,10.172995372135182,336.99934065934065,367.0,54.72527472527472,3,25,7,7,91.0,133,26.888659319497503,1.0,25,25.48,87,3,246,258,133,1,0,0,0.0,0.0,0,0,0.0,0.0,241,106.16666666666669,106.04983105439943,2.270015698587127,3.5388888888888888,0.0,15.667953877950614,1.0
30.75_74.75,30.7765688836478,74.77562125786164,636,193,8.56,68.62,5.62,9.1415940389963,340.9366823899371,367.0,57.68867924528302,3,21,7,7,90.85714285714286,163,49.12375043848808,1.0,21,30.285714285714285,93,3,322,273,41,1,0,0,0.0,0.0,0,0,0.0,0.0,299,127.2,117.80152800367236,2.35062893081761,3.295336787564767,0.0,8.011704838342526,1.0
30.30_74.70,30.32708446540881,74.72751592767295,636,164,6.47,30.56,5.029999999999999,4.7373232362337285,339.566179245283,367.0,57.075471698113205,3,24,7,7,90.85714285714286,189,67.48685939111547,1.0,24,26.5,136,3,295,308,33,1,0,0,0.0,0.0,0,0,0.0,0.0,414,90.85714285714286,151.61731274432194,4.556603773584905,3.8780487804878048,0.0,4.7202183775172175,1.0
30.15_74.80,30.1747952672956,74.82491831761007,636,156,7.93,79.63,5.715,7.42617692144471,340.91990566037737,367.0,57.54716981132076,3,20,7,7,90.85714285714286,210,73.63972789065372,1.0,20,31.8,162,3,279,323,34,1,0,0,0.0,0.0,0,0,0.0,0.0,371,127.2,150.9692021572612,2.9166666666666665,4.076923076923077,0.0,10.044442152612223,1.0
30.85_75.00,30.87728616352201,75.02257567610063,636,168,8.19,143.43,5.5600000000000005,10.130252493723413,340.8495125786164,367.0,57.16981132075472,3,24,7,7,90.85714285714286,150,44.543718492542325,1.0,24,26.5,103,3,288,291,57,1,0,0,0.0,0.0,0,0,0.0,0.0,295,127.2,118.3013102209777,2.3191823899371067,3.7857142857142856,0.0,17.509122945753695,1.0
30.10_75.65,30.125648850393706,75.67521240944882,635,148,7.05,71.72,5.28,6.429587063296974,339.9522519685039,367.0,59.52755905511811,3,23,7,7,90.71428571428572,201,69.84915720253726,1.0,23,27.608695652173918,182,3,304,299,32,1,0,0,0.0,0.0,0,0,0.0,0.0,466,127.0,192.566871501824,3.669291338582677,4.29054054054054,0.0,10.167167484495485,1.0
27.15_82.55,27.173275149606297,82.57521269291338,635,95,3.9,40.29,2.29,5.078873620380274,324.09256692913385,367.0,56.59842519685039,3,18,7,7,90.71428571428572,179,55.2229248462215,1.0,18,35.27777777777778,163,3,257,244,134,1,0,0,0.0,0.0,0,0,0.0,0.0,584,127.0,255.677531277193,4.5984251968503935,6.684210526315789,0.0,10.33828342829434,1.0
29.90_75.65,29.925888107255524,75.67502578864354,634,161,6.4,94.77,4.970000000000001,5.871492283270462,339.5259305993691,367.0,58.53312302839117,3,23,7,7,90.57142857142856,165,59.59546163609313,1.0,23,27.565217391304348,139,3,285,312,37,1,0,0,0.0,0.0,0,0,0.0,0.0,423,158.5,179.8564242203579,2.668769716088328,3.937888198757764,0.0,14.806863716343097,1.0
28.25_81.70,28.27603383280757,81.72535676656152,634,90,3.13,29.43,2.4,2.474068141286868,322.0404574132492,367.0,55.07886435331231,3,12,6,6,105.66666666666669,177,57.0005847923218,0.8571428571428571,12,52.833333333333336,177,3,290,247,97,1,0,0,0.0,0.0,0,0,0.0,0.0,511,126.8,218.21823938433744,4.029968454258675,7.044444444444444,0.0,9.412944007506695,1.0
30.75_74.90,30.77497339116719,74.92400717665615,634,180,7.3,49.79,5.29,6.413522700090941,341.05561514195585,367.0,56.73501577287066,3,25,7,7,90.57142857142856,171,55.56934749439101,1.0,25,25.36,111,3,305,288,41,1,0,0,0.0,0.0,0,0,0.0,0.0,334,105.66666666666669,129.35944753541068,3.1608832807570977,3.522222222222222,0.0,6.817439869036846,1.0
30.15_74.60,30.177255829383885,74.62545511848342,633,186,8.91,94.39,6.2,8.497580750336812,341.9600947867298,367.0,59.00473933649289,3,25,7,7,90.42857142857144,172,52.04759726396966,1.0,25,25.32,136,3,268,320,45,1,0,0,0.0,0.0,1,1,7.32,7.32,398,79.125,143.40097379625527,5.03001579778831,3.403225806451613,0.0,10.596927808283318,1.0
30.50_75.70,30.526102116903637,75.72543642969984,633,172,6.62,43.5,4.91,5.661690529201435,339.7572827804108,367.0,56.87203791469194,3,22,7,7,90.42857142857144,159,46.82896946284833,1.0,22,28.772727272727277,116,3,283,288,62,1,0,0,0.0,0.0,0,0,0.0,0.0,373,126.6,152.28690029020882,2.946287519747236,3.680232558139535,0.0,6.571467437997595,1.0
30.75_75.25,30.77542571879937,75.27554696682465,633,149,8.18,99.45,5.82,8.952845416975075,341.8235387045813,367.0,56.77725118483412,3,18,7,7,90.42857142857144,153,53.15968755506733,1.0,18,35.166666666666664,139,3,290,308,35,1,0,0,0.0,0.0,0,0,0.0,0.0,341,126.6,150.01433264858397,2.6935229067930493,4.248322147651007,0.0,12.154133828623062,1.0
31.30_74.75,31.32423603475513,74.77782505529225,633,180,6.44,54.64,4.86,5.329603223564313,339.7688467614534,367.0,55.97156398104266,3,20,7,7,90.42857142857144,152,44.41042348689904,1.0,20,31.65,110,3,277,299,57,1,0,0,0.0,0.0,0,0,0.0,0.0,263,158.25,116.52574822759132,1.6619273301737756,3.5166666666666666,0.0,8.484180677319179,1.0
23.60_77.95,23.62305971563981,77.9716641864139,633,88,8.67,107.16,3.3,12.64849933231408,330.2586097946288,367.0,57.72511848341232,3,21,7,7,90.42857142857144,142,32.30509321483297,1.0,21,30.142857142857142,141,3,256,266,111,1,0,0,0.0,0.0,0,0,0.0,0.0,574,105.5,230.0215207323002,5.440758293838862,7.193181818181818,0.0,12.365516989937287,1.0
30.95_74.85,30.977662120253164,74.87431558544304,632,191,7.57,77.78,5.615,7.385118786031205,340.56272151898736,367.0,57.62658227848101,3,28,7,7,90.28571428571428,195,68.0678932775071,1.0,28,22.571428571428573,110,3,286,317,29,1,0,0,0.0,0.0,2,1,7.78,7.83,282,105.33333333333331,115.48448669265784,2.6772151898734178,3.3089005235602094,0.0,10.275133934077052,1.0
30.20_75.60,30.224045340729,75.6253255784469,631,176,6.57,51.92,4.99,6.02830350137345,339.20916006339144,367.0,57.81299524564184,3,26,7,7,90.14285714285714,183,60.23683416711232,1.0,26,24.26923076923077,132,3,289,292,50,1,0,0,0.0,0.0,0,0,0.0,0.0,419,90.14285714285714,151.34004600174248,4.648177496038035,3.585227272727273,0.0,7.897767706475099,1.0
31.40_74.80,31.42614136291601,74.82497697305863,631,199,5.93,43.0,4.57,4.676575244816032,339.7064976228209,367.0,55.53090332805071,3,23,7,7,90.14285714285714,113,32.48809305693689,1.0,23,27.43478260869565,74,3,283,290,58,1,0,0,0.0,0.0,0,0,0.0,0.0,264,90.14285714285714,111.28406380584266,2.9286846275752776,3.170854271356784,0.0,7.250760938406078,1.0
30.00_75.95,30.024635499207605,75.97822454833597,631,163,7.53,58.9,5.21,7.310534179675368,339.8790174326466,367.0,57.48019017432647,3,24,7,7,90.14285714285714,163,57.9408565447807,1.0,24,26.291666666666668,150,3,295,301,35,1,0,0,0.0,0.0,0,0,0.0,0.0,442,126.2,181.54944230153944,3.502377179080824,3.871165644171779,0.0,7.826162946179455,1.0
28.30_77.20,28.33580942947702,77.22508529318542,631,308,0.87,10.93,0.7,0.7558286606462274,303.6936133122029,344.36,59.90491283676704,3,49,7,7,90.14285714285714,240,96.7168178609225,1.0,49,12.877551020408164,76,3,221,233,177,1,0,0,0.0,0.0,1,1,0.77,0.77,113,52.583333333333336,38.0250117048176,2.148969889064976,2.0487012987012987,0.0,12.496747540270706,1.0
25.95_78.60,25.974697448494457,78.62866077654517,631,169,6.03,77.17,4.34,5.892223161346715,338.14304278922344,367.0,57.43264659270999,3,28,7,7,90.14285714285714,189,57.103498350009374,1.0,28,22.535714285714285,116,3,242,273,116,1,0,0,0.0,0.0,0,0,0.0,0.0,372,105.16666666666669,137.04658575340966,3.537242472266244,3.733727810650888,0.0,12.794282095881702,1.0
25.35_83.95,25.37394649206349,83.97381144444445,630,160,5.81,99.71,3.575,7.793005427044106,333.4696507936508,367.0,58.142857142857146,3,24,7,7,90.0,171,46.661904518925645,1.0,24,26.25,93,3,240,257,133,1,0,0,0.0,0.0,0,0,0.0,0.0,301,105.0,142.72070627627934,2.8666666666666667,3.9375,0.0,17.175256942716604,1.0
30.25_74.85,30.27557685714286,74.87414290476191,630,166,7.03,58.6,5.165,6.522905418140105,339.6484444444444,367.0,57.04761904761905,3,22,7,7,90.0,204,76.249590162833,1.0,22,28.63636363636364,103,3,319,285,26,1,0,0,0.0,0.0,0,0,0.0,0.0,250,157.5,104.93331215586402,1.5873015873015872,3.7951807228915664,0.0,8.339074475221985,1.0
27.85_82.15,27.87614988888889,82.17938257142856,630,71,2.78,11.84,2.16,1.8502486065046124,318.7586507936508,367.0,56.95238095238095,3,12,7,7,90.0,238,75.52924378455451,1.0,12,52.5,238,3,229,262,139,1,0,0,0.0,0.0,0,0,0.0,0.0,559,210.0,302.80852035568614,2.6619047619047618,8.873239436619718,0.0,4.252606853930662,1.0
27.25_83.35,27.276728666666664,83.37478220634921,630,75,5.41,78.39,3.03,8.472976598515633,326.7293650793651,367.0,57.142857142857146,3,15,7,7,90.0,152,45.83666654546336,1.0,15,42.0,140,3,227,277,126,1,0,0,0.0,0.0,0,0,0.0,0.0,588,210.0,327.7483790959156,2.8,8.4,0.0,14.47870369284533,1.0
31.40_74.65,31.42465834658188,74.67730243243243,629,192,6.46,74.0,4.99,6.189234315773797,339.74925278219393,367.0,54.94435612082671,3,23,7,7,89.85714285714286,146,37.35161117198102,1.0,23,27.347826086956523,101,3,245,290,94,1,0,0,0.0,0.0,0,0,0.0,0.0,271,125.8,127.21517205113548,2.1542130365659777,3.2760416666666665,0.0,11.459141142959838,1.0
29.95_75.45,29.972276120826702,75.47502354531002,629,138,7.68,51.94,5.6,6.646002594497022,340.3468044515104,367.0,57.13831478537361,3,21,7,7,89.85714285714286,182,63.483406155804666,1.0,21,29.952380952380956,150,3,291,306,32,1,0,0,0.0,0.0,0,0,0.0,0.0,439,157.25,193.83218686963903,2.7917329093799683,4.557971014492754,0.0,6.76253086790297,1.0
30.45_75.15,30.472075786963437,75.17433861685214,629,162,7.73,81.88,5.38,7.729259794437945,340.76551669316376,367.0,57.8060413354531,3,23,7,7,89.85714285714286,171,59.95395058272799,1.0,23,27.347826086956523,147,3,275,309,45,1,0,0,0.0,0.0,0,0,0.0,0.0,406,125.8,174.18869079248515,3.2273449920508743,3.882716049382716,0.0,10.59868747337596,1.0
30.55_74.70,30.57412233704293,74.72189152623211,629,185,7.77,170.55,5.44,9.481053788254185,339.81759936407,367.0,57.18600953895072,3,22,7,7,89.85714285714286,183,66.62689289725927,1.0,22,28.59090909090909,127,3,304,292,33,1,0,0,0.0,0.0,0,0,0.0,0.0,353,89.85714285714286,132.01442922578397,3.92845786963434,3.4,0.0,21.942533672874543,1.0
27.50_84.65,27.52251147853736,84.67599732909379,629,87,8.21,124.05,5.15,11.35385900994855,333.3209538950716,367.0,58.23529411764706,3,16,7,7,89.85714285714286,162,48.36468605442257,1.0,16,39.3125,151,3,279,236,114,1,0,0,0.0,0.0,0,0,0.0,0.0,401,157.25,193.2845484426178,2.550079491255962,7.229885057471264,0.0,15.113397768652668,1.0
30.00_75.10,30.02686224165341,75.12226063593005,629,172,7.28,44.6,5.55,5.861115697624913,340.34575516693167,367.0,57.90143084260731,3,23,7,7,89.85714285714286,149,51.55071474263175,1.0,23,27.347826086956523,112,3,266,316,47,1,0,0,0.0,0.0,0,0,0.0,0.0,405,125.8,166.30303665297276,3.2193958664546902,3.6569767441860463,0.0,6.124728459615531,1.0
29.85_75.70,29.875896624203826,75.72812286624205,628,141,6.94,86.61,5.225,5.785799376800076,340.6510350318472,367.0,59.04458598726114,3,22,7,7,89.71428571428571,183,71.91132105056961,1.0,22,28.545454545454547,168,3,276,326,26,1,0,0,0.0,0.0,0,0,0.0,0.0,453,157.0,199.41079877144736,2.8853503184713376,4.453900709219858,0.0,12.4765922306713,1.0
30.95_75.35,30.97011084394904,75.37406197452229,628,217,7.8,111.94,5.68,7.733533093626117,340.9057324840764,367.0,56.27388535031847,3,27,7,7,89.71428571428571,155,47.950371168929394,1.0,27,23.25925925925926,80,3,255,300,73,1,0,0,0.0,0.0,1,1,3.54,3.54,274,104.66666666666669,118.76980536595433,2.6178343949044587,2.8940092165898617,0.0,14.35154573720324,1.0
31.30_75.00,31.32379515923567,75.02513207006369,628,200,5.47,35.11,4.35,4.262023142973786,338.90062101910826,367.0,54.98407643312102,3,27,7,7,89.71428571428571,150,42.78907292644656,1.0,27,23.25925925925926,95,3,254,314,60,1,0,0,0.0,0.0,0,0,0.0,0.0,255,89.71428571428571,114.11940279916512,2.8423566878980893,3.14,0.0,6.413009208360237,1.0
